"","X","ID","day","beep","obsNumber","missed","Angry","Anxiety","Guilty","Sad","Happy","Relaxed","Confident"
"1839",1839,26,7,2,61,1,NA,NA,NA,NA,NA,NA,NA
"1840",1840,26,7,3,62,0,0,0,0,0,1,1,1
"1841",1841,26,7,4,63,0,0,0,0,0,1,1,1
"1842",1842,26,7,5,64,0,0,0,0,0,1,1,1
"1843",1843,26,7,6,65,0,0,0,0,0,1,1,1
"1844",1844,26,7,7,66,0,0,0,0,0,1,1,0.86
"1845",1845,26,7,8,67,1,NA,NA,NA,NA,NA,NA,NA
"1846",1846,26,7,9,68,0,0,0,0.08,0,1,1,1
"1847",1847,26,7,10,69,0,0,0,0,0,1,1,1
"1848",1848,26,7,11,70,0,0,0,0,0,1,1,1
"1849",1849,26,8,1,71,1,NA,NA,NA,NA,NA,NA,NA
"1850",1850,26,8,2,72,0,0,0,0,0,1,1,1
"1851",1851,27,1,1,0,0,0.41,0.25,0.6,0.33,0.84,0.78,0.78
"1852",1852,27,1,2,1,0,0.32,0.28,0.35,0.3,0.74,0.83,0.81
"1853",1853,27,1,3,2,0,0.37,0.21,0.21,0.27,0.74,0.68,0.69
"1854",1854,27,1,4,3,0,0.33,0.68,0.27,0.32,0.71,0.7,0.78
"1855",1855,27,1,5,4,0,0.26,0.3,0.03,0.68,0.68,0.76,0.62
"1856",1856,27,1,6,5,0,0.39,0.27,0.32,0.32,0.78,0.6,0.78
"1857",1857,27,1,7,6,1,NA,NA,NA,NA,NA,NA,NA
"1858",1858,27,2,1,7,0,0.25,0.32,0.33,0.26,0.74,0.72,0.71
"1859",1859,27,2,2,8,0,0.36,0.3,0.34,0.3,0.7,0.8,0.74
"1860",1860,27,2,3,9,0,0.28,0.34,0.29,0.32,0.67,0.73,0.64
"1861",1861,27,2,4,10,0,0.26,0.26,0.29,0.28,0.68,0.71,0.65
"1862",1862,27,2,5,11,0,0.28,0.31,0.26,0.32,0.62,0.67,0.71
"1863",1863,27,2,6,13,0,0.75,0.29,0.25,0.33,0.7,0.77,0.68
"1864",1864,27,2,7,14,0,0.29,0.25,0.3,0.32,0.72,0.7,0.77
"1865",1865,27,2,8,15,0,0.76,0.3,0.19,0.26,0.69,0.7,0.65
"1866",1866,27,2,9,16,0,0.35,0.31,0.32,0.26,0.68,0.68,0.69
"1867",1867,27,2,10,17,1,NA,NA,NA,NA,NA,NA,NA
"1868",1868,27,2,11,18,0,0.27,0.2,0.29,0.3,0.78,0.76,0.77
"1869",1869,27,3,1,19,0,0.31,0.29,0.29,0.32,0.67,0.7,0.71
"1870",1870,27,3,2,20,0,0.39,0.32,0.31,0.32,0.86,0.74,0.84
"1871",1871,27,3,3,21,0,0.28,0.22,0.21,0.26,0.66,0.67,0.66
"1872",1872,27,3,4,22,0,0.36,0.35,0.29,0.31,0.73,0.76,0.68
"1873",1873,27,3,5,23,0,0.26,0.4,0.37,0.36,0.67,0.69,0.66
"1874",1874,27,3,6,24,0,0.68,0.35,0.34,0.26,0.78,0.68,0.23
"1875",1875,27,3,7,25,0,0.2,0.26,0.28,0.31,0.72,0.68,0.68
"1876",1876,27,3,8,26,0,0.28,0.27,0.2,0.34,0.8,0.67,0.65
"1877",1877,27,3,9,27,0,0.27,0.34,0.29,0.26,0.65,0.66,0.62
"1878",1878,27,3,10,28,0,NA,NA,0.35,NA,0.74,NA,0.83
"1879",1879,27,4,1,29,0,0.37,0.34,0.33,0.41,0.69,0.66,0.64
"1880",1880,27,4,2,30,0,0.3,0.68,0.27,0.27,0.7,0.64,0.82
"1881",1881,27,4,3,31,0,0.35,0.3,0.26,0.33,0.82,0.68,0.64
"1882",1882,27,4,4,32,0,0.28,0.24,0.33,0.34,0.64,0.65,0.6
"1883",1883,27,4,5,33,1,NA,NA,NA,NA,NA,NA,NA
"1884",1884,27,4,6,34,0,0.33,0.27,0.33,0.32,0.68,0.71,0.63
"1885",1885,27,4,7,35,1,NA,NA,NA,NA,NA,NA,NA
"1886",1886,27,4,8,36,1,NA,NA,NA,NA,NA,NA,NA
"1887",1887,27,4,9,37,0,0.3,0.31,0.29,0.35,0.75,0.64,0.64
"1888",1888,27,4,10,38,0,0.28,0.37,0.32,0.33,0.65,0.59,0.66
"1889",1889,27,4,11,39,0,0.34,0.32,0.33,0.36,0.69,0.69,0.73
"1890",1890,27,5,1,40,0,0.39,0.33,0.29,0.41,0.66,0.64,0.7
"1891",1891,27,5,2,41,0,0.3,0.19,0.27,0.32,0.71,0.76,0.75
"1892",1892,27,5,3,42,0,0.3,0.33,0.39,0.33,0.77,0.62,0.61
"1893",1893,27,5,4,43,0,0.31,0.6,0.29,0.35,0.74,0.74,0.66
"1894",1894,27,5,5,44,0,0.32,0.26,0.33,0.38,0.71,0.75,0.69
"1895",1895,27,5,6,45,0,0.3,0.35,0.33,0.64,0.65,0.73,0.77
"1896",1896,27,5,7,46,0,0.33,0.31,0.27,0.41,0.63,0.67,0.66
"1897",1897,27,5,8,47,0,0.35,0.29,0.31,0.3,0.68,0.61,0.68
"1898",1898,27,5,9,48,0,0.33,0.31,0.28,0.3,0.63,0.78,0.67
"1899",1899,27,5,10,49,0,0.35,0.32,0.31,0.35,0.61,0.28,0.88
"1900",1900,27,5,11,50,0,0.29,0.28,0.34,0.35,0.62,0.76,0.74
"1901",1901,27,6,1,51,0,0.35,0.35,0.35,0.26,0.72,0.72,0.78
"1902",1902,27,6,2,52,0,0.28,0.3,0.29,0.35,0.71,0.67,0.71
"1903",1903,27,6,3,53,0,0.29,0.24,0.22,0.27,0.66,0.69,0.68
"1904",1904,27,6,4,54,0,0.33,0.36,0.25,0.33,0.64,0.67,0.64
"1905",1905,27,6,5,55,0,0.33,0.3,0.27,0.26,0.66,0.72,0.68
"1906",1906,27,6,6,57,0,0.32,0.28,0.33,0.35,0.74,0.68,0.67
"1907",1907,27,7,1,58,0,0.24,0.3,0.28,0.25,0.66,0.76,0.7
"1908",1908,27,7,2,59,0,0.36,0.31,0.37,0.34,0.64,0.66,0.7
"1909",1909,27,7,3,60,0,0.25,0.36,0.26,0.36,0.73,0.72,0.68
"1910",1910,27,7,4,61,0,0.3,0.27,0.26,0.34,0.65,0.67,0.64
"1911",1911,27,7,5,62,0,0.22,0.23,0.25,0.34,0.72,0.79,0.7
"1912",1912,27,7,6,64,0,0.19,0.28,0.27,0.24,0.7,0.83,0.72
"1913",1913,27,7,7,65,0,0.34,0.23,0.33,0.22,0.79,0.81,0.75
"1914",1914,27,7,8,66,0,0.29,0.33,0.21,0.34,0.79,0.77,0.63
"1915",1915,27,7,9,67,0,0.25,0.23,0.26,0.2,0.73,0.78,0.85
"1916",1916,27,7,10,68,0,0.31,0.26,0.31,0.32,0.75,0.71,0.66
"1917",1917,27,8,1,69,0,0.33,0.32,0.22,0.27,0.76,0.69,0.72
"1918",1918,27,8,2,70,0,0.34,0.28,0.34,0.33,0.72,0.75,0.64
"1919",1919,28,1,1,0,1,NA,NA,NA,NA,NA,NA,NA
"1920",1920,28,2,1,1,0,0.07,0.6,0.41,0.21,0.66,0.63,0.61
"1921",1921,28,2,2,2,0,0.2,0.46,0.47,0.37,0.61,0.34,0.58
"1922",1922,28,2,3,3,0,0.31,0.53,0.26,0.4,0.69,0.27,0.59
"1923",1923,28,2,4,4,0,0.24,0.73,0.31,0.4,0.52,0.31,0.66
"1924",1924,28,2,5,5,0,0.35,0.62,0.39,0.39,0.71,0.64,0.73
"1925",1925,28,2,6,6,0,0.02,0.55,0.15,0.1,0.65,0.67,0.45
"1926",1926,28,2,7,7,1,NA,NA,NA,NA,NA,NA,NA
"1927",1927,28,2,8,8,0,0.04,0.31,0.19,0.05,0.68,0.74,0.65
"1928",1928,28,2,9,9,0,0,0.07,0.02,0,0.78,0.75,0.63
"1929",1929,28,2,10,10,0,0.02,0.4,0.26,0.18,0.71,0.23,0.42
"1930",1930,28,2,11,11,0,0,0.18,0.01,0.06,0.84,0.75,0.72
"1931",1931,28,3,1,12,0,0,0.01,0.47,0,0.83,0.82,0.45
"1932",1932,28,3,2,13,0,0.09,0.13,0.16,0.2,0.85,0.74,0.66
"1933",1933,28,3,3,14,0,0.19,0.21,0,0.16,0.9,0.21,0.73
"1934",1934,28,3,4,15,0,0.04,0.16,0.08,0.02,0.78,0.65,0.72
"1935",1935,28,3,5,16,1,NA,NA,NA,NA,NA,NA,NA
"1936",1936,28,3,6,17,0,0.01,0.27,0.76,0.3,0.71,0.72,0.7
"1937",1937,28,3,7,18,1,NA,NA,NA,NA,NA,NA,NA
"1938",1938,28,3,8,19,1,NA,NA,NA,NA,NA,NA,NA
"1939",1939,28,3,9,20,1,NA,NA,NA,NA,NA,NA,NA
"1940",1940,28,3,10,21,0,0.1,0.25,0.33,0.11,0.72,0.14,0.4
"1941",1941,28,4,1,22,0,0.16,0.69,0.13,0.14,0.78,0.27,0.48
"1942",1942,28,4,2,23,1,NA,NA,NA,NA,NA,NA,NA
"1943",1943,28,4,3,24,1,NA,NA,NA,NA,NA,NA,NA
"1944",1944,28,4,4,25,1,NA,NA,NA,NA,NA,NA,NA
"1945",1945,28,4,5,26,1,NA,NA,NA,NA,NA,NA,NA
"1946",1946,28,4,6,27,0,0,0.36,0.05,0.2,0.85,0.79,0.7
"1947",1947,28,4,7,28,0,0,0.32,0,0,0.79,0.55,0.78
"1948",1948,28,4,8,29,0,0,0.19,0,0,0.76,0.41,0.75
"1949",1949,28,4,9,30,0,0,0.18,0,0,0.7,0.59,0.67
"1950",1950,28,5,1,31,1,NA,NA,NA,NA,NA,NA,NA
"1951",1951,28,5,2,32,1,NA,NA,NA,NA,NA,NA,NA
"1952",1952,28,5,3,33,0,0,0.61,0,0,0.66,0.36,0.39
"1953",1953,28,5,4,34,0,0,0.28,0,0,0.64,0.14,0.53
"1954",1954,28,5,5,35,0,0,0.04,0,0,0.61,0.27,0.53
"1955",1955,28,5,6,36,0,0,0.29,0,0.01,0.72,0.69,0.49
"1956",1956,28,5,7,37,0,0,0.23,0,0,0.67,0.47,0.85
"1957",1957,28,5,8,38,0,0,0.26,0,0,0.69,0.47,0.64
"1958",1958,28,5,9,39,0,0,0.26,0,0,0.6,0.43,0.26
"1959",1959,28,5,10,40,0,0,0.09,0,0,0.99,0.9,0.76
"1960",1960,28,6,1,41,0,0.04,0.33,0,0,0.77,0.49,0.5
"1961",1961,28,6,2,42,1,NA,NA,NA,NA,NA,NA,NA
"1962",1962,28,6,3,43,0,0,0.66,0,0,0.72,0.07,0.55
"1963",1963,28,6,4,44,1,NA,NA,NA,NA,NA,NA,NA
"1964",1964,28,6,5,45,0,0,0.68,0,0,0.68,0.35,0.56
"1965",1965,28,6,6,46,0,0,0.72,0,0,0.81,0.48,0.65
"1966",1966,28,6,7,47,0,0,0,0,0,0.62,0.41,0.2
"1967",1967,28,6,8,48,0,0,0.27,0,0,0.62,0.24,0.57
"1968",1968,28,6,9,49,0,0,0.61,0,0,0.41,0.26,0.4
"1969",1969,28,6,10,50,1,NA,NA,NA,NA,NA,NA,NA
"1970",1970,28,7,1,51,1,NA,NA,NA,NA,NA,NA,NA
"1971",1971,28,7,2,52,0,0,0,0,0,0.71,0.53,0.4
"1972",1972,28,7,3,53,1,NA,NA,NA,NA,NA,NA,NA
"1973",1973,28,7,4,54,0,0.04,0,0,0,0.7,0.05,0.39
"1974",1974,28,7,5,55,1,NA,NA,NA,NA,NA,NA,NA
"1975",1975,28,7,6,56,0,0,0.29,0,0,0.72,0.52,0.56
"1976",1976,28,7,7,57,0,0,0.2,0,0,0.89,0.69,0.5
"1977",1977,28,7,8,58,0,0,0.03,0,0,0.74,0.49,0.59
"1978",1978,28,7,9,59,0,0,0,0,0,0.65,0.57,0.59
"1979",1979,28,7,10,60,0,0,0.08,0.02,0,0.65,0.61,0.42
"1980",1980,28,7,11,61,0,0,0.62,0,0,0.64,0.39,0.64
"1981",1981,28,8,1,62,0,0,0.22,0,0.01,0.55,0.28,0.33
"1982",1982,28,8,2,63,0,0,0.12,0,0,0.59,0.26,0.32
"1983",1983,28,8,3,64,1,NA,NA,NA,NA,NA,NA,NA
"1984",1984,28,8,4,65,1,NA,NA,NA,NA,NA,NA,NA
"1985",1985,28,8,5,66,0,0,0.48,0,0.05,0.61,0.66,0.61
"1986",1986,28,8,6,67,0,0,0.02,0,0,0.51,0.32,0.47
"1987",1987,28,8,7,68,0,0,0.03,0.13,0,0.58,0.18,0.46
"1988",1988,28,8,8,69,0,0,0.24,0,0,0.42,0.47,0.45
"1989",1989,28,8,9,70,0,0,0.04,0,0,0.59,0.61,0.5
"1990",1990,28,8,10,71,0,0,0,0,0,0.63,0.47,0.46
"1991",1991,28,8,11,72,1,NA,NA,NA,NA,NA,NA,NA
"1992",1992,29,1,1,0,0,0,0.74,0,0.15,0.36,0.26,0.29
"1993",1993,29,1,2,1,0,0,0.47,0,0,0.29,0.5,0.7
"1994",1994,29,1,3,2,0,0.01,0.64,0,0,0.52,0.4,0.72
"1995",1995,29,1,4,3,0,0.02,0.44,0,0,0.59,0.74,0.8
"1996",1996,29,1,5,4,0,0,0.77,0,0,0.3,0.13,0.31
"1997",1997,29,1,6,5,1,NA,NA,NA,NA,NA,NA,NA
"1998",1998,29,1,7,6,0,0,0.67,0.33,0.62,0.25,0.32,0.52
"1999",1999,29,1,8,7,1,NA,NA,NA,NA,NA,NA,NA
"2000",2000,29,1,9,8,1,NA,NA,NA,NA,NA,NA,NA
"2001",2001,29,2,1,9,0,0.72,0.03,0.02,0.41,0.12,0.17,0.47
"2002",2002,29,2,2,10,0,0.43,0.4,0,0.56,0.28,0.24,0.34
"2003",2003,29,2,3,11,0,0,0,0.02,0.09,0.72,0.55,0.63
"2004",2004,29,2,4,12,0,0.1,0.77,0.01,0.02,0.23,0.35,0.82
"2005",2005,29,2,5,13,0,0.07,0.24,0,0.22,0.28,0.61,0.49
"2006",2006,29,2,6,14,0,0.31,0.58,0,0.36,0.48,0.49,0.57
"2007",2007,29,2,7,15,0,0.74,0.34,0.06,0.23,0.3,0.44,0.24
"2008",2008,29,2,8,16,0,0,0.78,0,0.05,0.53,0.68,0.28
"2009",2009,29,2,9,17,0,0,0.56,0,0.32,0.16,0.21,0.12
"2010",2010,29,2,10,18,1,NA,NA,NA,NA,NA,NA,NA
"2011",2011,29,2,11,19,0,0.03,0.68,0.19,0.3,0.06,0.27,0.69
"2012",2012,29,3,1,20,1,NA,NA,NA,NA,NA,NA,NA
"2013",2013,29,3,2,21,0,0.02,0.61,0,0.27,0.64,0.8,0.26
"2014",2014,29,3,3,22,0,0,0,0.05,0,1,0.64,0.69
"2015",2015,29,3,4,23,0,0,0.22,0,0.1,0.78,0.8,0.87
"2016",2016,29,3,5,24,0,0.05,0.61,0,0.2,0.38,0.25,0.69
"2017",2017,29,3,6,25,0,0.84,0.12,0,0.34,0.29,0.34,0.68
"2018",2018,29,3,7,26,0,0,0.26,0.73,0.03,0.71,0.92,0.26
"2019",2019,29,3,8,27,0,1,0.84,0.66,0.22,0.31,0.73,0.27
"2020",2020,29,3,9,28,1,NA,NA,NA,NA,NA,NA,NA
"2021",2021,29,3,10,29,0,0.22,0.25,0.02,0.23,0.59,0.79,0.7
"2022",2022,29,3,11,30,1,NA,NA,NA,NA,NA,NA,NA
"2023",2023,29,4,1,31,1,NA,NA,NA,NA,NA,NA,NA
"2024",2024,29,4,2,32,0,0.17,0.09,0.05,0.18,0.14,0.35,0.14
"2025",2025,29,4,3,33,1,NA,NA,NA,NA,NA,NA,NA
"2026",2026,29,4,4,34,0,0.2,0.39,0.17,0.33,0.6,0.67,0.29
"2027",2027,29,4,5,35,0,0.08,0.05,0,0,0.42,0.7,0.24
"2028",2028,29,4,6,36,0,0,0.23,0,0.18,0.6,0.19,0.62
"2029",2029,29,4,7,37,0,0.18,0.34,0.14,0.02,0.22,0.33,0.07
"2030",2030,29,4,8,38,1,NA,NA,NA,NA,NA,NA,NA
"2031",2031,29,4,9,39,1,NA,NA,NA,NA,NA,NA,NA
"2032",2032,29,4,10,40,1,NA,NA,NA,NA,NA,NA,NA
"2033",2033,29,4,11,41,1,NA,NA,NA,NA,NA,NA,NA
"2034",2034,29,5,1,42,0,0.07,0.23,0.84,0.72,0.28,0.83,0.22
"2035",2035,29,5,2,43,0,0.09,0.71,0.83,0.58,0.24,0.3,0.35
"2036",2036,29,5,3,44,1,NA,NA,NA,NA,NA,NA,NA
"2037",2037,29,5,4,45,1,NA,NA,NA,NA,NA,NA,NA
"2038",2038,29,5,5,46,1,NA,NA,NA,NA,NA,NA,NA
"2039",2039,29,5,6,47,1,NA,NA,NA,NA,NA,NA,NA
"2040",2040,29,5,7,48,0,0,0.25,0,0.29,0.27,0.27,0.22
"2041",2041,29,5,8,49,0,0,0.71,0,0,0.06,0.19,0.2
"2042",2042,29,5,9,50,1,NA,NA,NA,NA,NA,NA,NA
"2043",2043,29,5,10,51,1,NA,NA,NA,NA,NA,NA,NA
"2044",2044,29,6,1,52,1,NA,NA,NA,NA,NA,NA,NA
"2045",2045,29,6,2,53,1,NA,NA,NA,NA,NA,NA,NA
"2046",2046,29,6,3,54,0,0,0.72,0.89,0.49,0,0,0.05
"2047",2047,29,6,4,55,0,0,0.7,0.09,0,0.3,0.09,0
"2048",2048,29,6,5,56,0,0,0.01,0.86,0.2,0.11,0.14,0
"2049",2049,29,6,6,57,0,0,0.18,0.92,0.19,0.11,0.07,0.11
"2050",2050,29,6,7,58,0,0,0.74,0.78,0.28,0.27,0.1,0
"2051",2051,29,6,8,59,0,0,0.06,0,0,0.85,0.78,0
"2052",2052,29,6,9,60,0,0,0.85,0.89,0,0.12,0.08,0.03
"2053",2053,29,6,10,61,0,0,0.74,1,0.85,0,0.01,0
"2054",2054,29,7,1,62,0,0.67,0.9,0.95,0.83,0,0.02,0
"2055",2055,29,7,2,63,0,0.8,0.68,0.87,0.74,0,0,0
"2056",2056,29,7,3,64,0,0.6,0.7,0.82,0.62,0,0,0
"2057",2057,29,7,4,65,0,0.25,0.84,0.95,0.78,0,0,0
"2058",2058,29,7,5,66,0,0.78,0.75,0.82,0.83,0,0,0
"2059",2059,29,7,6,67,0,0,0.8,0.75,0.66,0,0,0
"2060",2060,29,7,7,68,0,0,0.61,0.67,0.76,0.35,0.17,0.4
"2061",2061,29,7,8,69,0,0.62,0.78,0.78,0.76,0.04,0,0
"2062",2062,29,7,9,70,0,0,0.57,0.72,0,0.52,0.68,0.4
"2063",2063,29,7,10,71,0,0,0.61,0.5,0.12,0.54,0.54,0.55
"2064",2064,29,7,11,72,0,0.5,0.49,0.48,0.53,0.5,0.5,0.54
"2065",2065,29,8,1,73,0,0.37,0.52,0.2,0,0.58,0.67,0.45
"2066",2066,30,1,1,0,0,0,0,0.13,0.17,0.9,0.71,0.68
"2067",2067,30,1,2,1,0,0.09,0.12,0.04,0.16,0.86,1,0.7
"2068",2068,30,1,3,2,0,0.17,0.56,0.06,0,0.68,0.51,0.61
"2069",2069,30,1,4,3,0,0.11,0.46,0,0.1,0.65,0.5,0.5
"2070",2070,30,1,5,4,0,0,0,0.03,0.01,0.98,0.67,0.61
"2071",2071,30,1,6,5,0,0.51,0.08,0.08,0.01,0.77,0.75,0.7
"2072",2072,30,1,7,6,0,0.65,0.51,0.07,0.08,0.35,0.34,0.67
"2073",2073,30,2,1,7,0,0.01,0,0,0,0.88,0.77,0.67
"2074",2074,30,2,2,8,0,0.02,0.09,0.01,0.03,0.83,0.25,0.72
"2075",2075,30,2,3,9,0,0,0,0,0,0.88,0.15,0.77
"2076",2076,30,2,4,10,1,NA,NA,NA,NA,NA,NA,NA
"2077",2077,30,2,5,11,0,0.06,0,0,0.01,0.58,0.5,0.38
"2078",2078,30,2,6,12,0,0.17,0.68,0,0.05,0.76,0.51,0.17
"2079",2079,30,2,7,13,0,0.08,0.19,0,0,0.71,0.73,0.55
"2080",2080,30,2,8,14,0,0.14,0.2,0.02,0.03,0.72,0.72,0.69
"2081",2081,30,2,9,15,1,NA,NA,NA,NA,NA,NA,NA
"2082",2082,30,2,10,16,0,0.52,0.72,0,0.14,0.72,0.61,0.59
"2083",2083,30,3,1,17,0,0.1,0.2,0,0.11,0.73,0.59,0.62
"2084",2084,30,3,2,18,0,0.07,0.14,0,0.03,0.72,0.67,0.72
"2085",2085,30,3,3,19,0,0.03,0.52,0.03,0.03,0.65,0.7,0.77
"2086",2086,30,3,4,20,0,0,0.14,0,0,0.85,0.74,0.28
"2087",2087,30,3,5,21,0,0,0.01,0,0.23,0.79,0.65,0.57
"2088",2088,30,3,6,22,0,0,0.57,0,0.01,0.46,0.51,0.69
"2089",2089,30,3,7,23,0,0.02,0.17,0,0,0.85,0.8,0.82
"2090",2090,30,3,8,24,0,0.06,0.53,0,0.14,0.72,0.69,0.76
"2091",2091,30,3,9,25,0,0.08,0.06,0,0,1,0.78,0.7
"2092",2092,30,3,10,26,0,0,0,0,0,0.79,0.81,0.83
"2093",2093,30,4,1,27,0,0,0.3,0,0,0.75,0.64,0.75
"2094",2094,30,4,2,28,1,NA,NA,NA,NA,NA,NA,NA
"2095",2095,30,4,3,29,0,0,0.92,0,0,0.64,0.36,0.67
"2096",2096,30,4,4,30,0,0,0.22,0,0,0.58,0.35,0.32
"2097",2097,30,4,5,31,0,0,0.61,0,0,0.75,0.54,0.69
"2098",2098,30,4,6,32,0,0.09,0.1,0.29,0.07,0.76,0.72,0.78
"2099",2099,30,4,7,33,0,0,0.05,0,0,0.15,0.79,0.22
"2100",2100,30,4,8,34,0,0,0.14,0,0.05,0.42,0.63,0.35
"2101",2101,30,4,9,35,0,0.12,0.52,0,0,0.54,0.43,0.74
"2102",2102,30,4,10,36,0,0,0.2,0,0,0.55,0.4,0.73
"2103",2103,30,5,1,37,0,0.18,0.36,0.01,0,0.67,0.65,0.67
"2104",2104,30,5,2,38,0,0.19,0.2,0.09,0,0.79,0.69,0.7
"2105",2105,30,5,3,39,0,0.07,0.39,0,0,0.86,0.77,0.66
"2106",2106,30,5,4,40,0,0.04,0.38,0,0,0.54,0.73,0.68
"2107",2107,30,5,5,41,0,0,0.16,0,0,0.59,0.24,0.68
"2108",2108,30,5,6,42,0,0.04,0.18,0,0,0.55,0.14,0.54
"2109",2109,30,5,7,43,0,0,0,0,0,0.3,0.16,0.7
"2110",2110,30,5,8,44,0,0.01,0.18,0,0,0.66,0.67,0.68
"2111",2111,30,5,9,45,1,NA,NA,NA,NA,NA,NA,NA
"2112",2112,30,5,10,46,0,0,0.18,0,0,0.74,0.98,0.67
"2113",2113,30,5,11,47,0,0,0.23,0,0,0.5,0.45,0.49
"2114",2114,30,6,1,48,0,0,0.32,0.45,0,0.61,0.5,0.5
"2115",2115,30,6,2,49,0,0,0,0,0,0.66,0.66,0.67
"2116",2116,30,6,3,50,0,0,0.01,0.03,0,0.77,0.7,0.69
"2117",2117,30,6,4,51,0,0.53,0.23,0.24,0.08,0.72,0.95,0.74
"2118",2118,30,6,5,52,0,0,0.24,0,0,0.41,0.22,0.45
"2119",2119,30,6,6,53,1,NA,NA,NA,NA,NA,NA,NA
"2120",2120,30,6,7,54,0,0,0.33,0,0,0.73,0.76,0.63
"2121",2121,30,6,8,55,0,0,0.25,0,0,0.77,0.71,0.21
"2122",2122,30,6,9,56,0,0.22,0.2,0,0.25,1,0.69,0.72
"2123",2123,30,6,10,57,0,0,0.21,0,0,0.94,0.97,0.64
"2124",2124,30,7,1,58,1,NA,NA,NA,NA,NA,NA,NA
"2125",2125,30,7,2,59,0,0.01,0.2,0,0,0.5,0.56,0.51
"2126",2126,30,7,3,60,0,0,0.28,0,0.04,0.57,0.72,0.59
"2127",2127,30,7,4,61,0,0,0.22,0,0,0.71,0.73,0.68
"2128",2128,30,7,5,62,0,0,0.68,0,0,0.8,0.43,0.71
"2129",2129,30,7,6,63,0,0,0.48,0,0.02,0.81,0.47,0.77
"2130",2130,30,7,7,64,0,0,0,0,0,0.5,0.67,0.8
"2131",2131,30,7,8,65,0,0,0.49,0,0,0.93,0.47,0.66
"2132",2132,30,7,9,66,0,0.49,0.68,0,0.01,0.18,0,0.31
"2133",2133,30,7,10,67,0,0.17,0.41,0.09,0.16,0.57,0.81,0.54
"2134",2134,30,8,1,68,0,0,0.59,0,0,0.82,0.72,0.77
"2135",2135,30,8,2,69,0,0.11,0,0.01,0.31,0.79,0.75,0.85
"2136",2136,30,8,3,70,0,0,0,0,0,0.79,0.64,0.74
"2137",2137,31,1,1,0,0,0.18,0.72,0.4,0.21,0.37,0.24,0.56
"2138",2138,31,1,2,1,1,NA,NA,NA,NA,NA,NA,NA
"2139",2139,31,1,3,2,0,0.35,0.52,0.3,0.26,0.61,0.63,0.76
"2140",2140,31,1,4,3,0,0.2,0.64,0.28,0.48,0.39,0.62,0.35
"2141",2141,31,1,5,4,0,0.12,0.75,0.34,0.13,0.66,0.5,0.55
"2142",2142,31,1,6,5,0,0.11,0.68,0.42,0.15,0.66,0.67,0.44
"2143",2143,31,1,7,6,1,NA,NA,NA,NA,NA,NA,NA
"2144",2144,31,1,8,7,1,NA,NA,NA,NA,NA,NA,NA
"2145",2145,31,1,9,8,1,NA,NA,NA,NA,NA,NA,NA
"2146",2146,31,2,1,9,0,0.08,0.77,0.27,0.25,0.69,0.72,0.32
"2147",2147,31,2,2,10,1,NA,NA,NA,NA,NA,NA,NA
"2148",2148,31,2,3,11,1,NA,NA,NA,NA,NA,NA,NA
"2149",2149,31,2,4,12,0,0.34,0.77,0.35,0.21,0.57,0.61,0.36
"2150",2150,31,2,5,14,0,0.18,0.59,0.19,0.14,0.59,0.67,0.41
"2151",2151,31,2,6,15,0,0.12,0.55,0.34,0.35,0.62,0.65,0.37
"2152",2152,31,2,7,16,0,0.17,0.71,0.24,0.19,0.39,0.53,0.28
"2153",2153,31,2,8,17,0,0.2,0.72,0.26,0.3,0.56,0.62,0.4
"2154",2154,31,3,1,18,0,0.21,0.78,0.31,0.32,0.6,0.5,0.34
"2155",2155,31,3,2,19,0,0.3,0.66,0.2,0.27,0.4,0.73,0.37
"2156",2156,31,3,3,20,0,0.21,0.67,0.36,0.25,0.68,0.69,0.35
"2157",2157,31,3,4,21,0,0.18,0.53,0.2,0.21,0.5,0.59,0.35
"2158",2158,31,3,5,22,0,0.25,0.32,0.27,0.18,0.71,0.45,0.44
"2159",2159,31,3,6,23,0,0.19,0.49,0.2,0.16,0.6,0.55,0.3
"2160",2160,31,3,7,24,0,0.17,0.7,0.24,0.56,0.56,0.59,0.28
"2161",2161,31,3,8,25,0,0.38,0.62,0.28,0.22,0.66,0.7,0.34
"2162",2162,31,3,9,26,0,0.18,0.67,0.22,0.28,0.63,0.66,0.37
"2163",2163,31,3,10,27,0,0.17,0.66,0.29,0.21,0.68,0.69,0.33
"2164",2164,31,3,11,28,0,0.14,0.69,0.19,0.21,0.62,0.77,0.28
"2165",2165,31,4,1,29,0,0.22,0.7,0.25,0.21,0.58,0.68,0.39
"2166",2166,31,4,2,30,0,0.35,0.68,0.32,0.2,0.58,0.56,0.42
"2167",2167,31,4,3,31,0,0.27,0.57,0.32,0.24,0.63,0.51,0.38
"2168",2168,31,4,4,32,0,0.27,0.68,0.28,0.19,0.52,0.45,0.43
"2169",2169,31,4,5,33,0,0.26,0.72,0.27,0.24,0.65,0.41,0.48
"2170",2170,31,4,6,34,0,0.17,0.37,0.34,0.21,0.63,0.47,0.54
"2171",2171,31,4,7,35,0,0.24,0.55,0.25,0.19,0.61,0.74,0.32
"2172",2172,31,4,8,36,0,0.34,0.6,0.26,0.28,0.61,0.73,0.36
"2173",2173,31,4,9,37,0,0.23,0.55,0.25,0.16,0.65,0.6,0.54
"2174",2174,31,4,10,38,0,0.17,0.28,0.22,0.19,0.65,0.62,0.58
"2175",2175,31,4,11,39,1,NA,NA,NA,NA,NA,NA,NA
