"","X","ID","day","beep","obsNumber","missed","Angry","Anxiety","Guilty","Sad","Happy","Relaxed","Confident"
"2676",2676,38,4,10,40,1,NA,NA,NA,NA,NA,NA,NA
"2677",2677,38,5,1,41,0,0,0.64,0.33,0,0.68,0.74,0.67
"2678",2678,38,5,2,42,0,0,0.64,0.62,0,0.66,0.19,0.62
"2679",2679,38,5,3,43,0,0.03,0.77,0.6,0.02,0.63,0.35,0.28
"2680",2680,38,5,4,44,0,0.03,0.74,0.18,0.02,0.69,0.06,0.35
"2681",2681,38,5,5,45,0,0.63,0.66,0.71,0.28,0.33,0.09,0.64
"2682",2682,38,5,6,46,1,NA,NA,NA,NA,NA,NA,NA
"2683",2683,38,5,7,47,0,0.2,0.24,0.24,0.24,0.66,0.68,0.74
"2684",2684,38,5,8,48,0,0,0.12,0.19,0,0.94,0.87,0.85
"2685",2685,38,5,9,49,0,0,0.59,0.62,0.08,0.69,0.27,0.64
"2686",2686,38,5,10,50,0,0.1,0.57,0.67,0.11,0.57,0.61,0.6
"2687",2687,38,5,11,51,0,0.21,0.57,0.37,0.04,0.18,0.21,0.22
"2688",2688,38,6,1,52,0,0.1,0.4,0.25,0,0.7,0.77,0.58
"2689",2689,38,6,2,53,0,0.24,0.66,0.64,0.25,0.67,0.26,0.23
"2690",2690,38,6,3,54,0,0,0.65,0.75,0.02,0.77,0.64,0.37
"2691",2691,38,6,4,55,0,0.24,0.25,0.59,0.14,0.83,0.81,0.74
"2692",2692,38,6,5,56,0,0,0.24,0.09,0,0.74,0.78,0.69
"2693",2693,38,6,6,57,0,0.22,0.15,0.59,0,0.87,0.58,0.65
"2694",2694,38,6,7,58,0,0.14,0.2,0.16,0,0.79,0.71,0.62
"2695",2695,38,6,8,59,0,0.14,0.59,0.61,0.03,0.7,0.29,0.75
"2696",2696,38,6,9,60,0,0,0.22,0.6,0,1,0.7,0.6
"2697",2697,38,6,10,61,0,0,0.64,0.25,0,0.74,0.67,0.79
"2698",2698,38,7,1,62,0,0,0.24,0.05,0,0.96,0.77,0.79
"2699",2699,38,7,2,63,0,0,0.6,0.65,0,0.65,0.32,0.65
"2700",2700,38,7,3,64,0,0,0.58,0.7,0,1,0.72,0.72
"2701",2701,38,7,4,65,0,0,0.28,0.66,0,0.99,0.84,0.7
"2702",2702,38,7,5,66,0,0.57,0.43,0.68,0.17,0.66,0.3,0.19
"2703",2703,38,7,6,67,0,0,0.68,0.34,0.1,0.74,0.21,0.72
"2704",2704,38,7,7,68,0,0,0.6,0.61,0,0.68,0.4,0.64
"2705",2705,38,7,8,69,0,0.05,0.56,0.67,0.25,0.71,0.66,0.65
"2706",2706,38,7,9,70,0,0,0.71,0.85,0,0.29,0.29,0.3
"2707",2707,38,7,10,71,0,0,0.17,0.73,0,0.73,0.57,0.31
"2708",2708,39,1,1,0,0,0.1,0.14,0,0.19,0.74,0.79,0.72
"2709",2709,39,1,2,1,0,0.09,0.62,0.03,0.08,0.73,0.84,0.65
"2710",2710,39,1,3,2,0,0,0.31,0,0,0.83,0.9,0.7
"2711",2711,39,1,4,3,0,0,0.23,0,0.09,0.74,0.88,0.67
"2712",2712,39,1,5,4,0,0,0.2,0,0.05,0.82,0.8,0.72
"2713",2713,39,1,6,5,0,0.02,0.08,0,0.05,0.74,0.77,0.73
"2714",2714,39,1,7,6,0,0,0.52,0,0.13,0.73,0.58,0.61
"2715",2715,39,2,1,7,0,0,0.46,0,0.01,0.74,0.67,0.65
"2716",2716,39,2,2,8,0,0.03,0.12,0.01,0.01,0.73,0.7,0.65
"2717",2717,39,2,3,9,0,0,0.52,0.05,0.04,0.63,0.5,0.6
"2718",2718,39,2,4,10,0,0.02,0.53,0.03,0.05,0.64,0.74,0.58
"2719",2719,39,2,5,11,0,0.06,0.54,0.02,0.05,0.72,0.73,0.67
"2720",2720,39,2,6,12,0,0.06,0.65,0.04,0.12,0.53,0.55,0.56
"2721",2721,39,2,7,13,0,0,0.28,0.01,0.02,0.64,0.73,0.6
"2722",2722,39,2,8,14,0,0,0.05,0.01,0.05,0.68,0.73,0.65
"2723",2723,39,2,9,15,0,0.06,0.61,0.04,0.05,0.52,0.48,0.63
"2724",2724,39,3,1,16,0,0.17,0.65,0.17,0.47,0.44,0.39,0.47
"2725",2725,39,3,2,17,0,0.07,0.21,0.12,0.04,0.66,0.65,0.64
"2726",2726,39,3,3,18,0,0.1,0.13,0.11,0.04,0.81,0.64,0.72
"2727",2727,39,3,4,19,0,0.6,0.73,0.66,0.73,0.3,0.19,0.31
"2728",2728,39,3,5,20,0,0,0.03,0,0.05,0.76,0.89,0.72
"2729",2729,39,3,6,21,0,0.09,0.2,0.12,0.23,0.67,0.69,0.66
"2730",2730,39,3,7,22,0,0.04,0.58,0.05,0.1,0.66,0.68,0.57
"2731",2731,39,3,8,23,0,0.07,0.77,0.6,0.13,0.63,0.71,0.42
"2732",2732,39,3,9,24,0,0.08,0.54,0.11,0.09,0.57,0.65,0.56
"2733",2733,39,3,10,25,0,0.39,0.61,0.39,0.57,0.27,0.37,0.37
"2734",2734,39,3,11,26,0,0.16,0.62,0.12,0.26,0.5,0.59,0.39
"2735",2735,39,4,1,27,0,0.04,0.55,0.11,0.04,0.57,0.56,0.44
"2736",2736,39,4,2,28,0,0.04,0.58,0.13,0.23,0.4,0.52,0.43
"2737",2737,39,4,3,29,0,0.16,0.6,0.34,0.32,0.52,0.37,0.53
"2738",2738,39,4,4,30,0,0.14,0.67,0.23,0.11,0.58,0.39,0.47
"2739",2739,39,4,5,31,0,NA,NA,0.12,NA,NA,0.57,NA
"2740",2740,39,4,6,32,0,0.33,0.64,0.31,0.31,0.39,0.34,0.38
"2741",2741,39,4,7,33,0,0.21,0.46,0.23,0.14,0.56,0.59,0.6
"2742",2742,39,4,8,34,0,0.05,0.16,0.04,0.01,0.61,0.52,0.61
"2743",2743,39,4,9,35,0,0.02,0.15,0.04,0.07,0.66,0.71,0.53
"2744",2744,39,4,10,36,0,0,0.19,0.04,0.07,0.74,0.64,0.64
"2745",2745,39,4,11,37,0,0.04,0.04,0.04,0.02,0.71,0.77,0.64
"2746",2746,39,5,1,38,0,0.04,0.18,0.02,0.12,0.75,0.7,0.64
"2747",2747,39,5,2,39,0,0.11,0.05,0.03,0,0.67,0.71,0.66
"2748",2748,39,5,3,40,0,0.05,0.08,0.01,0.07,0.66,0.65,0.62
"2749",2749,39,5,4,41,0,0.13,0.03,0.12,0.06,0.71,0.61,0.62
"2750",2750,39,5,5,42,0,0.18,0.57,0.08,0.13,0.6,0.5,0.58
"2751",2751,39,5,6,43,0,0.03,0.01,0,0.02,0.64,0.6,0.61
"2752",2752,39,5,7,44,0,0.06,0.12,0.05,0.07,0.71,0.66,0.73
"2753",2753,39,5,8,45,0,0.09,0.04,0.06,0.04,0.68,0.73,0.66
"2754",2754,39,5,9,46,0,0.01,0.12,0.02,0,0.63,0.61,0.53
"2755",2755,39,5,10,47,0,0,0.08,0.01,0,0.7,0.63,0.62
"2756",2756,39,6,1,48,0,0.01,0.04,0.01,0.03,0.72,0.67,0.59
"2757",2757,39,6,2,49,0,0.05,0.32,0.06,0.03,0.63,0.82,0.7
"2758",2758,39,6,3,50,0,0.03,0.07,0.05,0.06,0.66,0.64,0.63
"2759",2759,39,6,4,51,0,0.01,0.04,0.03,0.03,0.78,0.67,0.7
"2760",2760,39,6,5,52,0,0.09,0.12,0.08,0.1,0.63,0.67,0.64
"2761",2761,39,6,6,53,0,0.05,0.04,0.06,0.02,0.75,0.69,0.61
"2762",2762,39,6,7,54,0,0.07,0.16,0.09,0.07,0.63,0.67,0.61
"2763",2763,39,7,1,55,0,0.22,0.47,0.06,0.2,0.59,0.59,0.52
"2764",2764,39,7,2,56,0,0.18,0.54,0.08,0.56,0.34,0.37,0.48
"2765",2765,39,7,3,57,0,0.14,0.11,0.08,0.08,0.59,0.7,0.58
"2766",2766,39,7,4,58,0,0.09,0.11,0.03,0.08,0.81,0.92,0.62
"2767",2767,39,7,5,59,0,0.07,0.2,0.13,0.08,0.66,0.64,0.63
"2768",2768,39,7,6,60,0,0.03,0.07,0.05,0.09,0.82,0.81,0.61
"2769",2769,39,7,7,61,0,0.05,0.07,0.06,0.04,0.69,0.69,0.64
"2770",2770,39,7,8,62,0,0.05,0.08,0.08,0.09,0.77,0.77,0.62
"2771",2771,39,7,9,63,0,0.1,0.36,0.3,0.21,0.78,0.87,0.73
"2772",2772,39,7,10,64,0,0.1,0.05,0.07,0.05,0.72,0.76,0.61
"2773",2773,39,7,11,65,0,0.13,0.13,0.02,0,0.77,0.73,0.64
"2774",2774,39,8,1,66,0,0.07,0.1,0.03,0.08,0.77,0.79,0.65
"2775",2775,40,1,1,0,0,0,0,0,0,0.41,0.78,0.58
"2776",2776,40,1,2,1,1,NA,NA,NA,NA,NA,NA,NA
"2777",2777,40,1,3,2,0,0,0,0,0,0.48,0.24,0.57
"2778",2778,40,1,4,4,0,0,0.33,0,0,0.48,0.28,0.34
"2779",2779,40,1,5,5,0,0,0,0,0,0.72,0.68,0.51
"2780",2780,40,1,6,6,0,0,0,0.47,0,0.84,0.78,0.76
"2781",2781,40,1,7,7,0,0,0,0.38,0,0.74,1,0.49
"2782",2782,40,1,8,8,0,0,0.13,0.08,0,0.64,0.98,0.5
"2783",2783,40,2,1,9,0,0,0,0,0,0.29,0.22,0.52
"2784",2784,40,2,2,10,0,0,0.17,0,0,0.18,0.5,0.5
"2785",2785,40,2,3,11,0,0,0.14,0,0,0.74,0.7,0.75
"2786",2786,40,2,4,12,0,0,0.14,0,0,0.69,0.67,0.78
"2787",2787,40,2,5,13,0,0,0,0,0,0.5,0.28,0.59
"2788",2788,40,2,6,14,0,0,0,0,0,0.62,0.85,0.53
"2789",2789,40,2,7,15,0,0,0.49,0,0,0.79,0.24,0.64
"2790",2790,40,2,8,16,0,0,0.22,0,0,0.23,0.2,0.46
"2791",2791,40,2,9,17,0,0,0,0,0,0.73,0.81,0.49
"2792",2792,40,2,10,18,0,0,0.3,0,0,0.49,0.26,0.3
"2793",2793,40,2,11,19,0,0,0.29,0,0,0.3,0.57,0.46
"2794",2794,40,3,1,20,0,0,0,0,0,0.2,0.22,0.49
"2795",2795,40,3,2,21,0,0,0.68,0,0.12,0,0.04,0.38
"2796",2796,40,3,3,22,0,0,0,0.49,0,0.14,0.48,0.21
"2797",2797,40,3,4,23,0,0,0.33,0,0,0.53,0.85,0.53
"2798",2798,40,3,5,24,0,0,0.45,0,0,0.26,0.3,0.49
"2799",2799,40,3,6,25,0,0,0.14,0,0,0.3,0.75,0.66
"2800",2800,40,3,7,26,1,NA,NA,NA,NA,NA,NA,NA
"2801",2801,40,3,8,27,0,0,0,0,0,0.38,0.43,0.24
"2802",2802,40,3,9,28,0,0,0,0,0,0.76,0.62,0.6
"2803",2803,40,3,10,29,0,0,0.23,0,0,1,0.2,0.3
"2804",2804,40,4,1,30,0,0,0,0,0,0.23,0.15,0.18
"2805",2805,40,4,2,31,0,0,0,0,0,0,0.21,0.57
"2806",2806,40,4,3,32,0,0,0,0,0,0.24,0.67,0.49
"2807",2807,40,4,4,33,0,0,0.18,0,0,0.65,0.29,0.35
"2808",2808,40,4,5,34,0,0,0,0,0,0.83,0.95,0.66
"2809",2809,40,4,6,35,0,0,0.61,0,0,0.23,0.2,0.61
"2810",2810,40,4,7,36,0,0,0,0,0,0.68,0.66,0.35
"2811",2811,40,4,8,37,0,0,0,0,0,0.73,0.83,0.22
"2812",2812,40,4,9,38,0,0,0,0,0,0.72,0.81,0.23
"2813",2813,40,4,10,39,0,0,0.07,0,0,0.73,0.64,0.41
"2814",2814,40,4,11,40,0,0,0.08,0,0,0.51,0.56,0.21
"2815",2815,40,5,1,41,0,0,0.22,0,0,0.29,0.23,0.34
"2816",2816,40,5,2,42,0,0.31,0,0,0,0.38,0.3,0.33
"2817",2817,40,5,3,43,0,0,0.02,0,0,0.26,0.58,0.42
"2818",2818,40,5,4,44,0,0,0.12,0,0,0.83,0.78,0.37
"2819",2819,40,5,5,45,0,0,0,0,0,0.21,0.16,0.49
"2820",2820,40,5,6,46,0,0,0,0,0,0.74,0.78,0.29
"2821",2821,40,5,7,47,0,0,0,0,0,0.31,0.77,0.33
"2822",2822,40,5,8,48,0,0,0.11,0,0,0.85,0.8,0.66
"2823",2823,40,5,9,49,0,0,0,0,0,0.26,0.22,0.3
"2824",2824,40,6,1,50,0,0,0.01,0,0,0.86,0.84,0.15
"2825",2825,40,6,2,51,0,0,0.09,0,0,0.23,0.33,0.4
"2826",2826,40,6,3,52,0,0,0.21,0,0,0.38,0.75,0.37
"2827",2827,40,6,4,53,0,0,0,0,0,0.69,0.76,0.53
"2828",2828,40,6,5,54,0,0,0.1,0,0,0.68,0.77,0.45
"2829",2829,40,6,6,55,0,0,0,0,0,0.46,0.8,0.51
"2830",2830,40,7,1,56,0,0,0,0,0,0.41,0.36,0.5
"2831",2831,40,7,2,57,0,0,0,0,0,0.5,0.18,0.52
"2832",2832,40,7,3,58,0,0,0,0,0,0.59,0.31,0.51
"2833",2833,40,7,4,59,0,0,0,0,0,0.71,0.78,0.47
"2834",2834,40,7,5,60,0,0,0,0,0,0.51,0.49,0.51
"2835",2835,40,7,6,61,0,0,0,0,0,0.62,0.69,0.5
"2836",2836,40,7,7,62,1,NA,NA,NA,NA,NA,NA,NA
"2837",2837,40,7,8,63,0,0,0,0,0,0.65,0.66,0.53
"2838",2838,40,7,9,64,0,0,0.27,0,0,0.61,0.52,0.5
"2839",2839,40,7,10,65,0,0,0,0,0,0.49,0.69,0.5
"2840",2840,40,8,1,66,0,0,0,0,0,0.87,0.77,0.51
"2841",2841,41,1,1,0,0,0,0,0,0,0.81,1,0.91
"2842",2842,41,1,2,1,0,0,0,0,0.03,0.99,1,0.6
"2843",2843,41,1,3,2,0,0,0,0,0,1,1,1
"2844",2844,41,1,4,3,0,0,0,0,0,0.82,0.89,1
"2845",2845,41,1,5,4,0,0,0,0,0,1,0.86,1
"2846",2846,41,1,6,5,0,0,0.09,0,0,0.65,0.83,1
"2847",2847,41,1,7,6,1,NA,NA,NA,NA,NA,NA,NA
"2848",2848,41,1,8,7,0,0,0.06,0,0.07,0.88,1,1
"2849",2849,41,1,9,8,0,0,0,0,0,1,1,1
"2850",2850,41,1,10,9,1,NA,NA,NA,NA,NA,NA,NA
"2851",2851,41,2,1,10,1,NA,NA,NA,NA,NA,NA,NA
"2852",2852,41,2,2,11,0,0,0,0,0,0.93,0.86,1
"2853",2853,41,2,3,12,0,0,0,0,0,1,1,1
"2854",2854,41,2,4,13,0,0,0,0,0,1,1,0.98
"2855",2855,41,2,5,14,0,0,0,0,0,0.77,0.83,1
"2856",2856,41,2,6,15,0,0,0,0,0,0.79,0.55,1
"2857",2857,41,2,7,16,0,0,0,0,0,0.78,0.68,1
"2858",2858,41,2,8,17,0,0,0,0,0,1,1,1
"2859",2859,41,2,9,18,0,0,0.09,0.02,0.01,0.82,0.84,0.73
"2860",2860,41,2,10,19,1,NA,NA,NA,NA,NA,NA,NA
"2861",2861,41,3,1,20,1,NA,NA,NA,NA,NA,NA,NA
"2862",2862,41,3,2,21,0,0,0,0,0,0.91,0.95,0.63
"2863",2863,41,3,3,22,0,0.02,0.02,0.05,0.19,0.83,0.74,0.51
"2864",2864,41,3,4,23,0,0.07,0,0,0,0.78,0.87,0.77
"2865",2865,41,3,5,24,0,0,0,0,0.01,1,1,1
"2866",2866,41,3,6,25,1,NA,NA,NA,NA,NA,NA,NA
"2867",2867,41,3,7,26,0,0,0,0,0,0.76,0.78,0.92
"2868",2868,41,3,8,27,1,NA,NA,NA,NA,NA,NA,NA
"2869",2869,41,3,9,28,0,0,0,0,0.13,1,1,0.94
"2870",2870,41,3,10,29,0,0.11,0.03,0,0.03,1,1,1
"2871",2871,41,3,11,30,1,NA,NA,NA,NA,NA,NA,NA
"2872",2872,41,4,1,31,0,0.02,0,0,0.04,0.93,0.97,0.83
"2873",2873,41,4,2,32,0,0,0,0,0,0.87,1,0.82
"2874",2874,41,4,3,33,0,0,0,0.07,0,0.73,1,1
"2875",2875,41,4,4,34,0,0,0,0,0.02,1,0.55,1
"2876",2876,41,4,5,35,0,0,0,0,0,0.64,0.65,1
"2877",2877,41,4,6,36,1,NA,NA,NA,NA,NA,NA,NA
"2878",2878,41,4,7,37,0,0.14,0,0,0.01,0.8,0.85,0.94
"2879",2879,41,4,8,38,0,0.01,0,0,0,1,0.82,1
"2880",2880,41,4,9,39,0,0,0,0,0,1,0.97,1
"2881",2881,41,4,10,40,0,0,0,0,0,0.77,1,0.76
"2882",2882,41,4,11,41,0,0,0,0,0,0.97,1,0.79
"2883",2883,41,5,1,42,0,0,0,0,0.19,0.63,0.59,0.68
"2884",2884,41,5,2,43,1,NA,NA,NA,NA,NA,NA,NA
"2885",2885,41,5,3,44,0,0,0,0,0,0.91,0.81,0.79
"2886",2886,41,5,4,45,0,0,0,0,0,0.95,0.65,0.77
"2887",2887,41,5,5,46,0,0.09,0.34,0.25,0,0.79,0.65,0.84
"2888",2888,41,5,6,47,0,0,0,0,0,0.8,0.84,0.95
"2889",2889,41,5,7,48,0,0,0,0,0,1,1,1
"2890",2890,41,5,8,49,0,0,0.15,0,0,1,0.84,1
"2891",2891,41,5,9,50,0,0,0,0.09,0,0.76,0.63,0.67
"2892",2892,41,5,10,51,0,0,0,0,0.13,0.29,0.76,0.66
"2893",2893,41,5,11,52,0,0.05,0,0,0.15,0.28,0.53,0.55
"2894",2894,41,6,1,53,0,0,0,0,0,0.59,0.74,0.55
"2895",2895,41,6,2,54,0,0,0.12,0,0,1,0.79,0.93
"2896",2896,41,6,3,55,0,0,0,0,0.17,0.82,0.69,1
"2897",2897,41,6,4,56,0,0,0,0,0,1,1,0.92
"2898",2898,41,6,5,57,0,0,0.12,0.54,0.12,0.73,0.65,0.62
"2899",2899,41,6,6,58,0,0.05,0.02,0.13,0.07,0.59,0.73,0.7
"2900",2900,41,6,7,59,0,0.08,0,0.04,0.15,0.76,0.8,0.75
"2901",2901,41,6,8,60,0,0,0.04,0.1,0.11,0.53,1,0.5
"2902",2902,41,6,9,61,0,0,0,0,0,0.5,1,1
"2903",2903,41,7,1,62,0,0,0.17,0,0,0.73,0.29,0.68
"2904",2904,41,7,2,63,0,0.15,0.07,0.2,0.18,0.68,0.35,0.57
"2905",2905,41,7,3,64,0,0.1,0.02,0.01,0,0.76,0.6,0.7
"2906",2906,41,7,4,65,0,0,0.12,0,0.15,0.62,0.52,0.27
"2907",2907,41,7,5,66,0,0,0,0.05,0,0.73,0.72,0.61
"2908",2908,41,7,6,67,0,0.07,0,0,0.02,0.79,0.68,0.56
"2909",2909,41,7,7,68,0,0,0.1,0,0,0.41,0.82,0.29
"2910",2910,41,7,8,69,0,0.48,0,0.34,0.49,0.15,0.55,0.34
"2911",2911,41,7,9,70,0,0.18,0,0.26,0.37,0.43,0.83,0.36
"2912",2912,41,7,10,71,0,0,0,0.02,0.15,0.7,0.86,0.59
"2913",2913,42,1,1,0,1,NA,NA,NA,NA,NA,NA,NA
"2914",2914,42,1,2,1,0,0.1,0.33,0.22,0.21,0.53,0.5,0.5
"2915",2915,42,1,3,2,0,0,0.58,0.02,0.05,0.5,0.51,0.51
"2916",2916,42,1,4,3,0,0,0.22,0.15,0.16,0.7,0.76,0.5
"2917",2917,42,1,5,4,1,NA,NA,NA,NA,NA,NA,NA
"2918",2918,42,1,6,5,0,0.01,0.49,0.26,0.18,0.49,0.3,0.5
"2919",2919,42,1,7,6,0,1,0.41,0.23,0.48,0.21,0.16,0.63
"2920",2920,42,1,8,7,0,0.14,0,0.02,0.5,0.58,0.96,0.51
"2921",2921,42,1,9,8,0,0.2,0.69,0.31,0.53,0.15,0.29,0.05
"2922",2922,42,1,10,9,0,0.15,0.2,0.11,0.13,0.36,0.73,0.38
"2923",2923,42,2,1,10,0,0.17,0.2,0.19,0.17,0.67,0.72,0.51
"2924",2924,42,2,2,11,0,0.15,0.52,0.25,0.17,0.5,0.69,0.5
"2925",2925,42,2,3,12,0,0.02,0.14,0.15,0.08,0.49,0.5,0.5
"2926",2926,42,2,4,13,0,0,0.01,0.07,0.03,0.75,0.83,0.5
"2927",2927,42,2,5,14,0,0,0.14,0,0.13,0.5,0.82,0.49
"2928",2928,42,2,6,15,0,0,0.15,0.16,0.05,0.51,0.51,0.5
"2929",2929,42,2,7,16,0,0.05,0,0.06,0.15,0.73,0.86,0.49
"2930",2930,42,2,8,17,0,0.05,0.05,0.11,0.07,0.53,0.77,0.49
"2931",2931,42,2,9,18,1,NA,NA,NA,NA,NA,NA,NA
"2932",2932,42,2,10,19,0,0.09,0.09,0.04,0.05,0.75,0.89,0.49
"2933",2933,42,3,1,20,0,0,0,0,0,0.76,0.74,0.54
"2934",2934,42,3,2,21,0,0,0.7,0,0,0.49,0.14,0.45
"2935",2935,42,3,3,22,0,0,0,0.01,0,0.88,0.65,0.49
"2936",2936,42,3,4,23,0,0,0.07,0,0,0.73,0.48,0.52
"2937",2937,42,3,5,24,0,0,0.04,0,0,0.78,0.9,0.5
"2938",2938,42,3,6,25,0,0.08,0.14,0.09,0.07,0.5,0.68,0.43
"2939",2939,42,3,7,26,0,0,0.05,0.04,0.13,0.54,0.38,0.32
"2940",2940,42,3,8,27,0,0,0.02,0,0.31,0.59,0.62,0.5
"2941",2941,42,3,9,28,0,0.07,0.04,0.07,0.07,0.74,0.91,0.5
"2942",2942,42,3,10,29,1,NA,NA,NA,NA,NA,NA,NA
"2943",2943,42,4,1,30,0,0.06,0.1,0.09,0.08,0.51,0.53,0.35
"2944",2944,42,4,2,31,0,0,0.05,0.07,0.05,0.51,0.56,0.5
"2945",2945,42,4,3,32,0,0.45,0.63,0.04,0.06,0.11,0.08,0.5
"2946",2946,42,4,4,33,0,0,0,0,0,0.48,0.47,0.46
"2947",2947,42,4,5,34,0,0,0,0.01,0,0.51,0.52,0.49
"2948",2948,42,4,6,35,0,0.08,0.08,0.17,0.08,0.49,0.49,0.47
"2949",2949,42,4,7,36,0,0,0,0,0,0.5,0.51,0.48
"2950",2950,42,4,8,37,1,NA,NA,NA,NA,NA,NA,NA
"2951",2951,42,4,9,38,0,0.02,0.09,0,0.04,0.5,0.68,0.51
"2952",2952,42,4,10,39,1,NA,NA,NA,NA,NA,NA,NA
"2953",2953,42,5,1,40,0,0.53,0.44,0.52,0.1,0.11,0.11,0.5
"2954",2954,42,5,2,41,0,0.83,0.49,0.13,0,0.02,0.02,0.5
"2955",2955,42,5,3,42,1,NA,NA,NA,NA,NA,NA,NA
"2956",2956,42,5,4,43,0,0,0,0,0,0.5,0.49,0.49
"2957",2957,42,5,5,44,0,0,0.1,0.08,0.02,0.42,0.5,0.33
"2958",2958,42,5,6,45,0,0,0.06,0,0,0.54,0.42,0.49
"2959",2959,42,5,7,46,0,0.04,0.11,0.12,0.11,0.11,0.51,0.5
"2960",2960,42,5,8,47,1,NA,NA,NA,NA,NA,NA,NA
"2961",2961,42,5,9,48,0,0.04,0.06,0.03,0.02,0.5,0.9,0.49
"2962",2962,42,5,10,49,0,0,0,0,0,0.52,0.93,0.51
"2963",2963,42,5,11,50,1,NA,NA,NA,NA,NA,NA,NA
"2964",2964,42,6,1,51,0,0.17,0.22,0.23,0.03,0.5,0.5,0.49
"2965",2965,42,6,2,52,0,0.93,0.11,0,0,0,0.1,0.5
"2966",2966,42,6,3,53,0,0,0,0,0,0.51,0.51,0.5
"2967",2967,42,6,4,54,1,NA,NA,NA,NA,NA,NA,NA
"2968",2968,42,6,5,55,1,NA,NA,NA,NA,NA,NA,NA
"2969",2969,42,6,6,56,0,0,0,0.02,0,0.5,0.5,0.51
"2970",2970,42,6,7,57,0,0,0.02,0.03,0.04,0.51,0.89,0.51
"2971",2971,42,6,8,58,0,0.05,0.15,0.82,0.1,0.37,0.48,0.41
"2972",2972,42,6,9,59,0,0.07,0.05,0.05,0.61,0.34,0.51,0.5
"2973",2973,42,6,10,60,0,0,0.01,0.02,0.14,0.49,0.8,0.49
"2974",2974,42,7,1,61,0,0.03,0.04,0.04,0.11,0.14,0.51,0.51
"2975",2975,42,7,2,62,0,0.22,0.17,0.14,0.18,0.35,0.32,0.5
"2976",2976,42,7,3,63,0,0.13,0.13,0.13,0.07,0.29,0.5,0.49
"2977",2977,42,7,4,64,0,0.02,0.1,0.04,0.02,0.24,0.71,0.48
"2978",2978,42,7,5,65,0,0,0.1,0,0.12,0.49,0.49,0.4
"2979",2979,42,7,6,66,0,0,0.02,0,0.02,0.31,0.78,0.49
"2980",2980,42,7,7,67,0,0,0,0.08,0,0.33,0.44,0.45
"2981",2981,42,7,8,68,0,0,0,0.02,0.06,0.28,0.94,0.5
"2982",2982,42,7,9,69,0,0,0.08,0,0,0.24,0.96,0.37
"2983",2983,42,7,10,70,0,0.09,0.05,0,0,0.28,0.84,0.29
"2984",2984,42,7,11,71,1,NA,NA,NA,NA,NA,NA,NA
"2985",2985,42,8,1,72,0,0,0.04,0,0,0.27,0.51,0.41
"2986",2986,43,1,1,0,1,NA,NA,NA,NA,NA,NA,NA
"2987",2987,43,1,2,1,0,0.39,0.2,0.32,0.24,0.77,0.63,0.69
"2988",2988,43,1,3,2,0,0.11,0.36,0.07,0.12,0.6,0.7,0.63
"2989",2989,43,1,4,3,0,0.06,0.34,0.3,0.14,0.59,0.61,0.6
"2990",2990,43,1,5,4,0,0.2,0.14,0.04,0.1,0.56,0.89,0.63
"2991",2991,43,1,6,5,1,NA,NA,NA,NA,NA,NA,NA
"2992",2992,43,1,7,6,0,0.3,0.16,0.24,0.19,0.76,0.68,0.62
"2993",2993,43,1,8,7,1,NA,NA,NA,NA,NA,NA,NA
"2994",2994,43,1,9,8,0,0.38,0.15,0.34,0.16,0.67,0.6,0.77
"2995",2995,43,2,1,9,0,0.21,0.28,0.17,0.29,0.62,0.72,0.66
"2996",2996,43,2,2,10,0,0.27,0.56,0.15,0.28,0.75,0.57,0.61
"2997",2997,43,2,3,11,1,NA,NA,NA,NA,NA,NA,NA
"2998",2998,43,2,4,12,0,0.26,0.16,0.31,0.27,0.82,0.6,0.74
"2999",2999,43,2,5,13,0,0.22,0.13,0.15,0.25,0.69,0.77,0.62
"3000",3000,43,2,6,14,0,0.41,0.27,0.24,0.29,0.59,0.84,0.43
"3001",3001,43,2,7,15,0,0.27,0.61,0.68,0.79,0.4,0.44,0.69
"3002",3002,43,2,8,16,1,NA,NA,NA,NA,NA,NA,NA
"3003",3003,43,2,9,17,1,NA,NA,NA,NA,NA,NA,NA
"3004",3004,43,3,1,18,0,0.19,0.08,0.24,0.64,0.65,0.65,0.65
"3005",3005,43,3,2,19,0,0.39,0.26,0.28,0.21,0.32,0.33,0.58
"3006",3006,43,3,3,20,0,0.64,0.68,0.58,0.63,0.39,0.26,0.43
"3007",3007,43,3,4,21,0,0.26,0.67,0.27,0.42,0.44,0.37,0.68
"3008",3008,43,3,5,22,0,0.24,0.43,0.33,0.3,0.68,0.67,0.6
"3009",3009,43,3,6,23,0,0.14,0.31,0.34,0.59,0.6,0.57,0.34
"3010",3010,43,3,7,24,1,NA,NA,NA,NA,NA,NA,NA
"3011",3011,43,3,8,25,1,NA,NA,NA,NA,NA,NA,NA
"3012",3012,43,3,9,26,0,0.3,0.39,0.37,0.36,0.69,0.43,0.57
"3013",3013,43,3,10,27,0,0.62,0.21,0.23,0.66,0.54,0.9,0.36
"3014",3014,43,3,11,28,0,0.72,0.71,0.76,0.31,0.28,0.62,0.4
"3015",3015,43,4,1,29,1,NA,NA,NA,NA,NA,NA,NA
"3016",3016,43,4,2,30,0,0.24,0.64,0.41,0.13,0.45,0.65,0.6
"3017",3017,43,4,3,31,0,0.2,0.42,0.24,0.31,0.56,0.62,0.56
