"","X","ID","day","beep","observationID","missing","Enthusiastic","Relaxed","Satisfied","Irritable","Energetic","Calm","Cheerful","Irritated","Bored","Nervous","Sad","Angry","Gloomy","Insecure","Anxious","Happy","Worried","Stressed"
"69",69,1012,1,10,10,0,0.82,0.8,0.87,0.02,0.79,0.63,1,0,0,0,0,0,0,0,0,0.85,0,0
"70",70,1012,2,1,11,0,0.78,0.86,0.8,0,0.45,0.75,0.71,0,0.35,0,0,0,0,0,0,0.75,0,0
"71",71,1012,2,2,12,0,0.75,0.89,0.81,0,0.45,0.81,0.7,0,0,0,0,0,0,0,0,0.85,0,0
"72",72,1012,2,3,13,0,0.7,0.39,0.7,0.15,0.4,0.6,0.67,0.15,0.28,0.13,0,0,0,0.68,0,0.63,0.15,0.33
"73",73,1012,2,4,14,0,0.58,0.45,0.55,0.05,0.3,0.4,0.33,0.1,0.6,0,0,0,0.13,0.15,0,0.4,0,0
"74",74,1012,2,5,15,0,0.71,0.29,0.77,0.29,0.65,0.53,0.71,0.34,0,0.23,0,0.13,0,0.22,0,0.75,0.16,0.14
"75",75,1012,2,6,16,0,0.86,0.69,0.73,0.01,0.66,0.62,0.77,0,0.14,0,0,0,0,0,0,0.77,0,0
"76",76,1012,2,7,17,0,0.5,0.53,0.62,0.07,0.38,0.61,0.62,0.09,0.62,0,0,0,0,0,0,0.61,0,0
"77",77,1012,2,8,18,0,0.8,0.86,0.86,0,0.5,0.65,0.92,0,0,0,0,0,0,0,0,0.89,0.14,0.12
"78",78,1012,3,1,19,0,0.59,0.7,0.7,0,0.2,0.8,0.6,0,0.18,0,0.3,0,0.3,0,0,0.6,0,0
"79",79,1012,3,2,20,0,0.66,0.76,0.65,0.01,0.3,0.71,0.64,0,0.15,0,0,0,0,0,0,0.71,0,0
"80",80,1012,3,3,21,0,0.55,0.68,0.6,0,0.43,0.68,0.29,0,0.19,0,0.63,0,0.63,0,0.01,0.55,0.65,0
"81",81,1012,3,4,22,0,0.73,0.82,0.82,0,0.33,0.73,0.72,0,0,0,0,0,0,0,0,0.69,0,0
"82",82,1012,3,5,23,0,0.56,0.76,0.2,0,0.24,0.67,0.64,0,0.45,0,0,0,0.01,0,0,0.6,0,0
"83",83,1012,3,6,24,0,0.69,0.9,0.87,0,0.46,0.82,0.82,0,0,0,0,0,0,0,0,0.85,0.01,0
"84",84,1012,3,7,25,0,0.61,0.58,0.72,0,0.4,0.66,0.61,0,0,0,0,0,0.05,0,0,0.63,0,0
"85",85,1012,3,8,26,0,0.8,0.87,0.75,0.12,0.33,0.79,0.76,0.12,0,0,0,0,0,0,0,0.79,0,0
"86",86,1012,3,9,27,0,0.25,0.64,0.6,0.08,0.34,0.6,0.6,0.1,0.1,0,0,0,0.1,0,0,0.5,0,0
"87",87,1012,3,10,28,0,0.37,0.29,0.76,0.13,0.44,0.55,0.59,0.14,0,0.3,0,0.07,0.1,0.39,0,0.59,0.17,0.14
"88",88,1012,4,1,29,0,0.4,0.6,0.5,0,0.2,0.75,0.6,0.05,0.6,0,0.05,0,0.05,0.15,0,0.4,0,0
"89",89,1012,4,2,30,0,0.45,0.65,0.3,0.07,0.25,0.6,0.39,0.06,0.73,0,0,0,0.3,0.1,0,0.5,0,0
"90",90,1012,4,3,31,0,0.76,0.44,0.73,0.15,0.51,0.6,0.56,0.11,0.16,0.18,0,0,0.13,0.1,0,0.7,0.16,0.18
"91",91,1012,4,4,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",92,1012,4,5,33,0,0.55,0.45,0.6,0,0.4,0.39,0.6,0.1,0.14,0.19,0,0,0.23,0.5,0,0.5,0.38,0
"93",93,1012,4,6,34,0,0.65,0.7,0.71,0,0.6,0.66,0.75,0,0.13,0,0,0,0,0.05,0,0.75,0,0.01
"94",94,1012,4,7,35,0,0.61,0.6,0.78,0.09,0.54,0.81,0.7,0,0.01,0.1,0.01,0.01,0,0.1,0,0.72,0.15,0.1
"95",95,1012,4,8,36,0,0.63,0.66,0.72,0.1,0.63,0.81,0.66,0.09,0,0,0,0,0,0.15,0,0.67,0.14,0
"96",96,1012,4,9,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",97,1012,4,10,38,0,0.61,0.67,0.79,0.15,0.59,0.66,0.66,0.11,0.33,0.15,0.01,0,0.05,0.11,0.07,0.72,0.14,0.01
"98",98,1012,5,1,39,0,0.69,0.72,0.76,0.25,0.55,0.65,0.74,0.41,0.13,0,0.03,0.11,0,0.04,0.1,0.57,0.16,0
"99",99,1012,5,2,40,0,0.7,0.7,0.7,0.07,0.45,0.75,0.63,0.14,0,0,0,0,0,0,0,0.7,0,0
"100",100,1012,5,3,41,0,0.77,0.83,0.85,0.12,0.28,0.86,0.81,0.14,0,0,0,0,0,0,0,0.93,0,0
"101",101,1012,5,4,42,0,0.62,0.76,0.5,0.33,0.38,0.62,0.62,0.2,0.08,0.05,0.01,0.03,0.02,0,0,0.78,0,0.02
"102",102,1012,5,5,43,0,0.56,0.63,0.32,0.25,0.36,0.69,0.7,0.24,0.24,0.14,0,0,0,0,0,0.46,0,0.06
"103",103,1012,5,6,44,0,0.62,0.76,0.44,0.31,0.52,0.63,0.61,0.3,0.36,0,0,0,0,0,0,0.58,0,0
"104",104,1012,5,7,45,0,0.28,0.5,0.4,0.4,0.2,0.6,0.3,0.45,0.7,0,0,0.07,0.5,0,0,0.44,0,0
"105",105,1012,5,8,46,0,0.5,0.69,0.5,0.3,0.18,0.71,0.47,0.4,0.53,0,0,0,0,0,0,0.5,0,0
"106",106,1012,5,9,47,0,0.74,0.71,0.5,0.3,0.27,0.66,0.5,0.3,0.11,0,0,0,0.02,0,0,0.5,0,0
"107",107,1012,5,10,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",108,1012,5,11,49,0,0.69,0.7,0.72,0,0.5,0.6,0.71,0.08,0,0,0,0,0,0.1,0,0.5,0.06,0
"109",109,1014,1,1,1,0,0.46,0.63,0.73,0.33,0.52,0.79,0.6,0.28,0.52,0.39,0,0,0.2,0.06,0.01,0.75,0.2,0.3
"110",110,1014,1,2,2,0,0.77,0.69,0.76,0.34,0.42,0.62,0.74,0.35,0.38,0.3,0.36,0.36,0.36,0.32,0.29,0.65,0.37,0.33
"111",111,1014,1,3,3,0,0.67,0.68,0.71,0.1,0.64,0.66,0.68,0.06,0.23,0.49,0.07,0,0,0,0,0.72,0.6,0.49
"112",112,1014,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",113,1014,1,5,5,0,0.25,0.89,0.66,0.05,0.72,0.72,0.77,0.16,0.16,0.14,0,0,0.02,0.02,0.01,0.78,0.58,0.48
"114",114,1014,1,6,6,0,0.54,0.63,0.62,0.31,0.35,0.68,0.71,0.26,0.24,0.26,0.29,0.23,0,0.02,0.02,0.65,0.03,0.06
"115",115,1014,1,7,7,0,0.6,0.73,0.68,0.09,0.41,0.71,0.56,0.21,0.58,0.69,0,0.01,0.02,0.01,0,0.66,0.02,0.4
"116",116,1014,1,8,8,0,0.69,0.68,0.73,0.08,0.62,0.9,0.54,0.03,0,0.02,0.04,0.05,0.03,0,0.01,0.65,0,0.32
"117",117,1014,1,9,9,0,0.36,0.2,0.71,0.43,0.29,0.85,0.55,0.02,0,0.42,0,0,0.02,0,0.3,0.69,0.28,0.56
"118",118,1014,1,10,10,0,0.69,0.98,0.71,0.03,0.63,0.96,0.64,0.02,0.02,0.34,0.04,0.02,0.17,0.03,0.02,0.79,0.05,0.65
"119",119,1014,2,1,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",120,1014,2,2,12,0,0.67,0.9,0.78,0.03,0.71,0.7,0.69,0.04,0.02,0.27,0.06,0.04,0.02,0.04,0.03,0.79,0.03,0.28
"121",121,1014,2,3,13,0,0.66,0.7,0.87,0.04,0.09,0.59,0.75,0.7,0.23,0.06,0.02,0,0,0,0.01,0.81,0.21,0.31
"122",122,1014,2,4,14,0,0.66,0.71,0.68,0.05,0.72,0.81,0.66,0.03,0.24,0.05,0.05,0,0.03,0.03,0,0.83,0,0.4
"123",123,1014,2,5,15,0,0.64,0.7,0.7,0.03,0.64,1,0.78,0.01,0.68,0.36,0.05,0,0,0.01,0.04,0.66,0.02,0.01
"124",124,1014,2,6,16,0,0.72,0.79,0.97,0.22,0.53,0.77,0.71,0.02,0.01,0.12,0.03,0.02,0.04,0.03,0.01,0.71,0.04,0.31
"125",125,1014,2,7,17,0,0.73,0.84,0.77,0.05,0.03,0.63,0.7,0.05,0.04,0.19,0.03,0,0.01,0,0.05,0.53,0.55,0.03
"126",126,1014,2,8,18,0,0.98,0.69,0.74,0.01,0.6,0.81,0.3,0,0,0.21,0.01,0,0.03,0.09,0.01,0.74,0.01,0.02
"127",127,1014,2,9,19,0,0.62,0.5,0.7,0.05,0.41,0.79,0.71,0.04,0.04,0.31,0.03,0.03,0.01,0.02,0.02,0.71,0.13,0.29
"128",128,1014,2,10,20,0,0.77,0.76,0.76,0.22,0.18,0.69,0.42,0.16,0.21,0,0.02,0.02,0.32,0.04,0.01,0.74,0.04,0.24
"129",129,1014,2,11,21,0,0.71,0.41,0.68,0.04,0.37,0.69,0.65,0.03,0.27,0.01,0.03,0.02,0.02,0.01,0.02,0.64,0.03,0.26
"130",130,1014,2,12,22,0,0.68,0.67,0.73,0.07,0.47,0.86,0.37,0.03,0.03,0.02,0,0.01,0.12,0.02,0,0.61,0,0.23
"131",131,1014,2,13,23,0,0.62,0.66,0.66,0,0.3,0.82,0.22,0,0,0.24,0,0,0,0.03,0.01,0.68,0.01,0.44
"132",132,1014,2,14,24,0,0.63,0.63,0.66,0.03,0.74,0.76,0.81,0.01,0.04,0.74,0.03,0.03,0.46,0.01,0.32,0.61,0.62,0.53
"133",133,1014,3,1,25,0,0.46,0.65,0.66,0.13,0.25,0.72,0.64,0.17,0.25,0.26,0,0.01,0,0.05,0,0.67,0.14,0.37
"134",134,1014,3,2,26,0,0.72,0.72,0.9,0.05,0.71,0.96,0.85,0.15,0.14,0.79,0.01,0.01,0,0,0,0.7,0.1,0.29
"135",135,1014,3,3,27,0,0.98,0.98,0.71,0.01,0.63,0.81,0.63,0,0,0.01,0,0.03,0,0.2,0.01,0.64,0.27,0.27
"136",136,1014,3,4,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",137,1014,3,5,29,0,0.71,0.71,0.69,0.02,0.65,0.85,0.66,0.03,0.03,0.04,0,0.01,0,0.26,0,0.83,0.02,0.12
"138",138,1014,3,6,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",139,1014,3,7,31,0,0.33,0.73,0.76,0.16,0.8,0.8,0.2,0.29,0,0.68,0.67,0.46,0.71,0.73,0.6,0.15,0.65,0.69
"140",140,1014,3,8,32,0,0.65,0.62,0.64,0,0.72,0.68,0.76,0,0,0.71,0.69,0.03,0.67,0.68,0.71,0.03,0.57,0.6
"141",141,1014,3,9,33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",142,1014,3,10,34,0,0.7,0.97,0.7,0.7,0.78,0.8,0.69,0.08,0.05,0.63,0.7,0.24,0.25,0.01,0.58,0.84,0.66,0.63
"143",143,1014,3,11,35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",144,1014,3,12,36,0,0.7,0.4,0.69,0.28,0.63,0.65,0.67,0,0.21,0.58,0.53,0,0.61,0.6,0.3,0.65,0.7,0.68
"145",145,1014,4,1,37,0,0.69,0.34,0.72,0.02,0.35,0.64,0.71,0,0.01,0.23,0.18,0.17,0.16,0.25,0.01,0.73,0.14,0.64
"146",146,1014,4,2,38,0,0.68,0.71,0.73,0.04,0.67,0.71,0.74,0.01,0,0.11,0.02,0,0,0.1,0,0.75,0.01,0.23
"147",147,1014,4,3,39,0,0.69,0.68,0.65,0.05,0.64,0.6,0.79,0.09,0.23,0.41,0.01,0.04,0.01,0.02,0.01,0.83,0.25,0.24
"148",148,1014,4,4,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",149,1014,4,5,41,0,0.7,0.67,0.69,0,0.71,0.68,0.92,0,0.02,0,0.01,0,0,0,0,0.79,0.02,0.58
"150",150,1014,4,6,42,0,0.65,0.66,0.68,0.21,0.7,0.73,0.73,0.19,0.19,0,0,0,0,0,0,0.93,0.32,0.47
"151",151,1014,4,7,43,1,0.61,0.62,0.82,0.01,0.65,0.72,0.79,0,0.33,0,0.64,0,0,NA,NA,NA,NA,NA
"152",152,1014,4,8,44,0,0.99,0.74,1,0.03,0.7,1,0.66,0,0.02,0.31,0,0,0,0.25,0,0.75,0,0.28
"153",153,1014,4,9,45,0,0.77,0.76,0.78,0.02,0.69,1,1,0,0,0,0,0,0,0,0,1,0,0.38
"154",154,1014,5,1,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",155,1014,5,2,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",156,1014,5,3,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",157,1014,5,4,49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",158,1014,5,5,50,0,0.67,0.9,0.59,0.16,0.49,0.82,0.7,0,0,0.16,0,0,0,0,0,0.81,0.4,0.03
"159",159,1014,5,6,51,0,0.65,0.33,0.68,0.16,0.26,0.31,0.7,0.23,0.23,0.76,0.2,0.19,0.2,0.31,0.3,0.72,0.25,0.48
"160",160,1014,5,7,52,0,0.64,0.28,0.73,0.23,0.68,0.65,0.66,0.23,0.16,0,0,0,0,0,0,0.72,0.64,0.04
"161",161,1014,5,8,53,0,0.44,0.74,0.75,0.16,0.74,0.78,0.7,0,0.07,0.04,0.02,0,0.21,0.16,0.16,0.62,0.21,0.19
"162",162,1014,5,9,54,0,0.74,0.7,0.71,0,0.75,0.74,0.71,0,0.62,0.37,0.02,0.02,0,0.14,0.02,0.71,0.01,0.29
"163",163,1014,5,10,55,0,0.7,0.7,0.68,0.15,0.75,0.7,0.7,0,0.61,0.02,0,0,0,0,0,0.69,0.19,0.25
"164",164,1014,5,11,56,0,0.72,0.75,0.77,0.01,0.35,0.71,0.66,0,0,0,0.01,0,0,0,0.02,0.68,0.02,0.01
"165",165,1014,5,12,57,0,0.7,0.69,0.7,0.02,0.45,0.8,0.68,0.01,0.18,0,0,0,0,0,0.01,0.6,0.24,0.25
"166",166,1014,5,13,58,0,0.76,0.53,0.62,0.11,0.1,0.59,0.65,0.63,0.02,0.01,0.02,0,0,0.1,0.01,0.77,0.02,0.03
"167",167,1014,5,14,59,0,0.68,0.03,0.75,0,0.73,0.77,0.03,0.03,0.6,0.01,0,0,0.02,0.02,0,0.68,0.04,0.3
"168",168,1015,1,1,1,0,0.94,0.04,0.7,0.36,0.52,0.23,0.63,0.79,0.23,1,0.52,0.61,0.71,0.98,0.63,0.59,0.89,0.58
"169",169,1015,1,2,2,0,0.63,0.58,0.67,0.4,0.67,0.63,0.51,0.67,0.43,0.51,0.23,0.31,0.13,0.62,0.47,0.52,0.76,0.53
"170",170,1015,1,3,3,0,0.87,0.75,1,0.01,0.58,0.9,0.88,0.12,0.14,0.03,0.14,0.12,0.1,0.38,0.11,0.87,0.22,0.07
"171",171,1015,1,4,4,0,0.49,0.65,0.83,0.41,0.71,0.73,0.69,0.46,0.17,0.56,0.07,0.43,0.25,0.72,0.12,0.63,0.71,0.51
"172",172,1015,1,5,5,0,0.62,0.66,0.49,0.98,0.46,0.48,0.39,0.8,0.04,0.42,0.06,0.98,0.09,0.76,0.36,0.51,0.68,0.54
"173",173,1015,1,6,6,0,0.16,0.63,0.17,0.87,0.23,0.75,0.2,0.91,0.12,0.2,0.99,0.81,0.73,1,0.85,0.2,0.85,0.5
"174",174,1015,1,7,7,0,0.65,0.71,0.65,0.39,0.7,0.53,0.65,0.38,0.14,0.51,0.29,0.24,0.27,0.65,0.4,0.57,0.7,0.42
"175",175,1015,1,8,8,0,0.49,0.92,0.72,0.27,0.57,0.98,0.63,0.21,0.63,0.26,0.17,0.19,0.23,0.3,0.14,0.66,0.24,0.27
"176",176,1015,2,1,9,0,0.55,0.25,0.18,0.47,0.7,0.31,0.49,0.75,0.29,0.57,0.13,0.78,0.22,0.67,0.22,0.58,0.71,0.48
"177",177,1015,2,2,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",178,1015,2,3,11,0,0.92,0.92,1,0.12,0.85,0.93,0.59,0.08,0.09,0.07,0.06,0.01,0.06,0,0.05,0.9,0.02,0
"179",179,1015,2,4,12,0,0.75,1,0.98,0,0.45,1,0.5,0.01,0,0,0.01,0.07,0,0.09,0,0.67,0.02,0.03
"180",180,1015,2,5,13,0,0.85,1,0.99,0,0.62,0.98,0.67,0,0.06,0,0,0,0.01,0.03,0,0.61,0,0
"181",181,1015,2,6,14,0,0.89,0.96,1,0.01,0.78,1,0.76,0,0,0.03,0,0,0,0,0,0.83,0,0
"182",182,1015,2,7,15,0,0.79,1,0.99,0.03,0.68,1,0.64,0,0,0,0,0,0.04,0.03,0,0.66,0,0.04
"183",183,1015,2,8,16,0,0.2,1,0.75,0.04,0.39,0.95,0.62,0,0.82,0,0.03,0,0,0.01,0.01,0.67,0.01,0.01
"184",184,1015,2,9,17,0,0.26,1,0.53,0,0.32,1,0.7,0,1,0,0,0,0,0,0,0.7,0.37,0
"185",185,1015,2,10,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",186,1015,2,11,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",187,1015,2,12,20,0,0.04,1,0.48,0,0,1,0.67,0,1,0,0.02,0.01,0,0,0.04,0.55,0.02,0.01
"188",188,1015,2,13,21,0,0,1,0.02,0,0,1,0.39,0,1,0,0,0,0,0,0.19,0.44,0,0.02
"189",189,1015,2,14,22,0,0.67,1,0.62,0,0.38,1,0.52,0,0.6,0.02,0.01,0.01,0.02,0,0,0.54,0.01,0.02
"190",190,1015,2,15,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",191,1015,3,1,24,0,0.65,0.84,0.67,0.4,0.65,0.72,0.7,0.3,0.47,0.22,0.15,0.23,0.13,0.07,0.51,0.48,0.6,0.18
"192",192,1015,3,2,25,0,0.78,0.93,0.97,0.14,0.68,0.89,0.7,0.13,0.08,0.05,0.06,0,0,0.08,0.03,0.43,0.37,0.03
"193",193,1015,3,3,26,0,0.61,0.83,0.79,0.04,0.7,0.9,0.68,0.02,0.45,0.06,0.07,0,0.04,0.03,0.03,0.8,0.01,0.02
"194",194,1015,3,4,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",195,1015,3,5,28,0,0.39,1,0.44,0,0.53,0.99,0.72,0.02,0.32,0,0,0,0.07,0.27,0,0.78,0.59,0
"196",196,1015,3,6,29,0,0.73,0.9,0.66,0,0.64,0.91,0.83,0.03,0,0.05,0,0,0.01,0,0,0.84,0.48,0.01
"197",197,1015,3,7,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",198,1015,3,8,31,0,0.54,0.6,0.58,0.2,0.53,0.61,0.66,0.1,0.13,0.77,0.06,0.03,0.34,0.58,0.58,0.53,0.67,0.04
"199",199,1015,3,9,32,0,0.15,0.12,0.07,0.01,0.09,0.53,0.46,0.07,0.03,0.34,0.25,0,0.54,0.64,0.42,0.49,0.66,0.1
"200",200,1015,3,10,33,0,0.46,0.34,0.29,0.03,0.39,0.65,0.49,0.2,0.03,0.02,0.04,0.54,0.6,0.73,0.4,0.55,0.64,0.12
"201",201,1015,3,11,34,0,0.2,0.95,0.25,0.32,0.15,0.8,0.57,0.3,0.24,0.73,0.4,0.27,0.47,0.56,0.63,0.45,0.26,0.04
"202",202,1015,3,12,35,0,0.74,0.81,0.66,0.24,0.86,0.86,0.68,0,0.04,0,0.02,0,0.02,0.01,0.02,0.68,0.02,0.03
"203",203,1015,3,13,36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",204,1015,3,14,37,0,1,0.75,0.94,0.03,1,0.71,1,0.02,0.02,0.04,0.01,0.02,0.02,0,0.01,0.95,0,0.02
"205",205,1015,4,1,38,0,0.92,0.97,0.96,0.04,0.53,0.75,0.75,0.02,0.27,0.39,0.02,0,0.4,0.26,0.04,0.74,0.31,0.09
"206",206,1015,4,2,39,0,0.75,0.93,0.96,0.05,0.65,1,1,0,0,0,0,0,0.02,0.22,0,0.8,0.07,0.03
"207",207,1015,4,3,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",208,1015,4,4,41,0,0.91,1,0.86,0.04,0.58,1,1,0.01,0.01,0,0.05,0.01,0.04,0.13,0,0.68,0.16,0.02
"209",209,1015,4,5,42,0,1,1,1,0,0.93,1,0.99,0,0.2,0,0.01,0,0,0.18,0.01,0.78,0,0
"210",210,1015,4,6,43,0,0.83,0.59,0.8,0.16,0.86,0.9,0.94,0.13,0,0,0.03,0.01,0,0.22,0,0.92,0.01,0
"211",211,1015,4,7,44,0,0.89,0.9,0.93,0.28,0.84,0.93,0.98,0.29,0,0,0,0.03,0,0,0,0,0,0.01
"212",212,1015,4,8,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",213,1015,4,9,46,0,0.63,0.69,0.8,0.4,0.49,0.81,0.6,0.34,0,0.01,0.18,0,0.46,0.56,0.44,0.62,0.17,0.38
"214",214,1015,4,10,47,0,0.62,0.81,0.52,0.49,0.59,0.68,0.62,0.36,0.09,0.16,0.29,0.17,0.41,0.47,0.48,0.43,0.58,0.61
"215",215,1015,4,11,48,0,0.62,0.34,0.62,0.36,0.48,0.57,0.65,0.09,0,0.56,0.01,0.04,0.21,0.61,0.36,0.74,0.54,0.48
"216",216,1015,4,12,49,0,0.04,0.34,0.16,0.75,0.2,0.2,0.03,0.76,0.21,0.36,0.99,0.99,1,0.63,0.67,0.18,0.6,0.62
"217",217,1015,5,1,50,0,0.97,1,1,0.01,0.52,0.87,0.92,0,0.53,0.6,0,0,0,0,0,0.89,0,0
"218",218,1015,5,2,51,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",219,1015,5,3,52,0,0.83,0.95,0.95,0.01,0.83,0.92,0.97,0,0,0.13,0,0,0,0.01,0,0.95,0.07,0.06
"220",220,1015,5,4,53,0,0.84,1,0.98,0,0.56,0.8,0.92,0,0.02,0.01,0,0.03,0,0.01,0,1,0,0.06
"221",221,1015,5,5,54,0,1,1,1,0,0.51,1,1,0,0,0.21,0,0,0,0,0,1,0,0
"222",222,1015,5,6,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",223,1015,5,7,56,0,0.95,0.94,1,0,0.58,1,1,0.01,0.01,0.01,0.01,0,0.01,0,0,1,0.03,0.03
"224",224,1015,5,8,57,0,1,1,1,0,0.59,0.95,0.97,0.01,0.01,0.01,0.01,0,0,0,0,0.98,0,0.03
"225",225,1015,5,9,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",226,1015,5,10,59,0,1,1,0.97,0,0.77,0.95,0.97,0,0.03,0,0,0,0.01,0.01,0,0.78,0,0.26
"227",227,1015,5,11,60,0,0.96,0.37,0.82,0.01,0.95,0.55,0.87,0.02,0,0.49,0,0,0,0.48,0,0.88,0.13,0
"228",228,1015,5,12,61,0,0.76,0.84,0.83,0.29,0.52,0.69,0.82,0.03,0.6,0.7,0.03,0.01,0,0,0.01,0.6,0.39,0.39
"229",229,1016,1,1,1,0,0.6,0.39,0.55,0.58,0.76,0.44,0.7,0.48,0.23,0.46,0.17,0.37,0.25,0.71,0.53,0.34,0.6,0.7
"230",230,1016,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",231,1016,1,3,3,0,0.43,0.34,0.45,0.62,0.29,0.63,0.23,0.59,0.62,0.57,0.43,0.12,0.56,0.56,0.21,0.36,0.5,0.41
"232",232,1016,1,4,4,0,0.65,0.7,0.66,0.24,0.66,0.85,0.63,0.25,0.2,0.24,0.13,0.1,0.11,0.38,0.18,0.56,0.3,0.12
"233",233,1016,1,5,5,0,0.41,0.63,0.64,0.22,0.34,0.79,0.29,0.26,0.33,0.16,0.32,0.06,0.37,0.28,0.2,0.47,0.25,0.07
"234",234,1016,1,6,6,0,0.68,0.64,0.66,0.06,0.22,0.72,0.7,0.16,0.23,0.11,0.27,0.08,0.17,0.17,0.09,0.53,0.21,0.18
"235",235,1016,1,7,7,0,0.79,0.73,0.8,0.11,0.44,0.73,0.69,0.07,0.16,0.44,0.13,0.11,0.24,0.24,0.43,0.65,0.09,0.21
"236",236,1016,1,8,8,0,0.52,0.23,0.28,0.49,0.6,0.35,0.32,0.29,0.08,0.34,0.16,0.1,0.21,0.48,0.49,0.47,0.38,0.52
"237",237,1016,1,9,9,0,0.53,0.45,0.65,0.25,0.55,0.59,0.61,0.15,0.12,0.36,0.17,0.18,0.23,0.36,0.22,0.53,0.22,0.25
"238",238,1016,1,10,10,0,0.76,0.73,0.79,0.14,0.57,0.78,0.73,0.06,0.04,0.03,0.05,0.05,0.07,0.14,0.07,0.72,0.1,0.13
"239",239,1016,1,11,11,0,0.85,0.8,0.79,0.08,0.78,0.64,0.9,0.06,0.05,0.05,0.06,0.06,0.02,0.27,0.07,0.82,0.07,0.14
"240",240,1016,1,12,12,0,0.44,0.19,0.46,0.47,0.68,0.25,0.29,0.4,0.38,0.65,0.1,0.09,0.12,0.6,0.22,0.36,0.13,0.35
"241",241,1016,2,1,13,0,0.4,0.74,0.75,0.22,0.28,0.6,0.52,0.12,0.08,0.13,0.11,0.05,0.31,0.1,0.13,0.37,0.14,0.15
"242",242,1016,2,2,14,0,0.79,0.89,0.94,0.12,0.7,0.92,0.88,0.11,0.04,0.04,0,0,0,0.13,0,0.74,0.02,0.01
"243",243,1016,2,3,15,0,0.87,0.92,0.92,0.13,0.73,0.89,0.81,0.07,0.03,0.04,0,0,0,0.13,0.11,0.84,0.03,0
"244",244,1016,2,4,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",245,1016,2,5,17,0,0.15,0.09,0.23,0.78,0.49,0.23,0.32,0.74,0.36,0.49,0.2,0.51,0.28,0.31,0.36,0.18,0.73,0.68
"246",246,1016,2,6,18,0,0.43,0.11,0.14,0.8,0.39,0.09,0.14,0.64,0.25,0.67,0.18,0.29,0.43,0.15,0.43,0.14,0.63,0.64
